,Area_unit_2013_code,Area_unit_2013_label,Victimisations,Population,Urban_area_2013_code,Urban_area_2013_label,Urban_area_type,Rate,Safe_Label
1585,536503,Te Puna,1,2660,9,Tauranga,Main urban area,0.03759398496240602,True
1584,586305,Kingsbury,1,2620,116,Rangiora,Secondary urban area,0.03816793893129771,True
1390,521502,Cockle Bay,2,5190,5,Southern Auckland Zone,Main urban area,0.03853564547206166,True
1583,538811,Hamurana,1,2580,502,Rural (Incl.some Off Shore Islands),Rural area,0.03875968992248062,True
1582,534603,Springdale,1,2560,502,Rural (Incl.some Off Shore Islands),Rural area,0.0390625,True
1389,581260,Witherlea,2,5090,26,Blenheim,Main urban area,0.03929273084479371,True
1581,588900,Burnside,1,2500,22,Christchurch,Main urban area,0.04,True
1580,513432,Hobsonville South,1,2400,3,Western Auckland Zone,Main urban area,0.04166666666666667,True
1579,577500,Seatoun,1,2390,20,Wellington Zone,Main urban area,0.04184100418410042,True
1578,513011,Henderson West,1,2360,3,Western Auckland Zone,Main urban area,0.0423728813559322,True
1577,581823,Wakefield,1,2210,272,Wakefield,Minor urban area,0.04524886877828054,True
1388,522712,Murvale,2,4400,5,Southern Auckland Zone,Main urban area,0.045454545454545456,True
1576,581825,Mapua,1,2150,306,Mapua,Minor urban area,0.046511627906976744,True
1387,526601,Waikato Western Hills,2,4300,502,Rural (Incl.some Off Shore Islands),Rural area,0.046511627906976744,True
1575,545621,Poraiti,1,2130,12,Napier Zone,Main urban area,0.046948356807511735,True
1386,510402,Chelsea,2,4230,2,Northern Auckland Zone,Main urban area,0.04728132387706856,True
1385,527006,Flagstaff,2,4160,6,Hamilton Zone,Main urban area,0.04807692307692308,True
1574,609034,Lake Hayes South,1,2070,502,Rural (Incl.some Off Shore Islands),Rural area,0.04830917874396135,True
1384,519001,Waikowhai West,2,4000,4,Central Auckland Zone,Main urban area,0.05,True
1573,586121,Fernside,1,1990,502,Rural (Incl.some Off Shore Islands),Rural area,0.05025125628140704,True
1572,563705,Waikanae Park,1,1980,25,Kapiti,Main urban area,0.050505050505050504,True
1383,519720,Onehunga North East,2,3920,4,Central Auckland Zone,Main urban area,0.05102040816326531,True
1571,571800,Pukerua Bay,1,1920,19,Porirua Zone,Main urban area,0.052083333333333336,True
1382,574600,Wadestown,2,3830,20,Wellington Zone,Main urban area,0.05221932114882506,True
1570,600323,Mackenzie,1,1890,502,Rural (Incl.some Off Shore Islands),Rural area,0.052910052910052914,True
1381,576100,Melrose-Houghton Bay-Southgate,2,3760,20,Wellington Zone,Main urban area,0.05319148936170213,True
1569,604010,Roslyn North,1,1870,23,Dunedin,Main urban area,0.053475935828877004,True
1380,516601,Kohimarama West,2,3690,4,Central Auckland Zone,Main urban area,0.05420054200542006,True
1568,585506,Amuri,1,1820,502,Rural (Incl.some Off Shore Islands),Rural area,0.054945054945054944,True
1237,537000,Matua,3,5440,9,Tauranga,Main urban area,0.05514705882352941,True
1567,537302,Te Reti,1,1790,9,Tauranga,Main urban area,0.055865921787709494,True
1566,568104,Manuka,1,1780,18,Lower Hutt Zone,Main urban area,0.05617977528089888,True
1565,610072,Waituna,1,1760,502,Rural (Incl.some Off Shore Islands),Rural area,0.056818181818181816,True
1564,561300,Foxton Beach,1,1730,260,Foxton Community,Minor urban area,0.05780346820809249,True
1379,527008,Rototuna,2,3440,6,Hamilton Zone,Main urban area,0.05813953488372093,True
1563,526105,South Waiuku,1,1720,215,Waiuku,Minor urban area,0.05813953488372093,True
1378,588800,Russley,2,3400,22,Christchurch,Main urban area,0.0588235294117647,True
1377,583700,Enner Glynn,2,3380,21,Nelson,Main urban area,0.0591715976331361,True
1562,541320,Marotiri,1,1690,502,Rural (Incl.some Off Shore Islands),Rural area,0.0591715976331361,True
1236,508704,Northcross,3,5060,2,Northern Auckland Zone,Main urban area,0.05928853754940712,True
1235,588500,Bishopdale North,3,5010,22,Christchurch,Main urban area,0.059880239520958084,True
1376,580446,Marlborough Sounds Terrestrial,2,3300,502,Rural (Incl.some Off Shore Islands),Rural area,0.06060606060606061,True
1561,607502,Tuapeka,1,1640,502,Rural (Incl.some Off Shore Islands),Rural area,0.06097560975609756,True
1560,574701,Crofton Downs,1,1610,20,Wellington Zone,Main urban area,0.062111801242236024,True
1375,610900,Windsor,2,3190,24,Invercargill,Main urban area,0.06269592476489029,True
1559,612714,Mararoa River,1,1590,502,Rural (Incl.some Off Shore Islands),Rural area,0.06289308176100629,True
1374,512902,Otimai,2,3170,3,Western Auckland Zone,Main urban area,0.06309148264984228,True
1558,580100,Martinborough,1,1580,267,Martinborough,Minor urban area,0.06329113924050633,True
1557,584410,Westport Rural,1,1570,502,Rural (Incl.some Off Shore Islands),Rural area,0.06369426751592357,True
1373,551112,Kaitake,2,3110,502,Rural (Incl.some Off Shore Islands),Rural area,0.06430868167202572,True
1096,508510,Forrest Hill,4,6200,2,Northern Auckland Zone,Main urban area,0.06451612903225806,True
1556,541311,Acacia Bay,1,1550,103,Taupo,Secondary urban area,0.06451612903225806,True
1372,585803,Leithfield,2,3080,502,Rural (Incl.some Off Shore Islands),Rural area,0.06493506493506493,True
1555,543601,Tarndale-Rakauroa,1,1540,502,Rural (Incl.some Off Shore Islands),Rural area,0.06493506493506493,True
1554,562921,Awapuni West,1,1520,16,Palmerston North,Main urban area,0.06578947368421052,True
891,509100,Greenhithe,6,9100,2,Northern Auckland Zone,Main urban area,0.06593406593406594,True
1553,550800,Oakura,1,1500,14,New Plymouth,Main urban area,0.06666666666666667,True
1095,507200,Rothesay Bay,4,5880,2,Northern Auckland Zone,Main urban area,0.06802721088435373,True
1551,609912,Makarewa,1,1470,24,Invercargill,Main urban area,0.06802721088435373,True
1552,538832,Tarawera,1,1470,502,Rural (Incl.some Off Shore Islands),Rural area,0.06802721088435373,True
1371,528505,Brymer,2,2930,6,Hamilton Zone,Main urban area,0.06825938566552901,True
1094,523114,Point View,4,5830,5,Southern Auckland Zone,Main urban area,0.06861063464837049,True
1550,522721,Pigeon Mountain South,1,1450,5,Southern Auckland Zone,Main urban area,0.06896551724137931,True
1093,513522,Lucken Point,4,5790,3,Western Auckland Zone,Main urban area,0.0690846286701209,True
1370,527502,Cambridge West,2,2880,7,Cambridge Zone,Main urban area,0.06944444444444445,True
1549,505804,Hatfields Beach,1,1440,2,Northern Auckland Zone,Main urban area,0.06944444444444445,True
1369,501614,Kapiro,2,2870,502,Rural (Incl.some Off Shore Islands),Rural area,0.06968641114982578,True
1548,579000,Ngaumutawa,1,1430,109,Masterton,Secondary urban area,0.06993006993006994,True
1368,527005,Sylvester,2,2850,6,Hamilton Zone,Main urban area,0.07017543859649122,True
1547,586606,Eyrewell,1,1420,502,Rural (Incl.some Off Shore Islands),Rural area,0.07042253521126761,True
1234,575600,Brooklyn,3,4260,20,Wellington Zone,Main urban area,0.07042253521126761,True
973,537602,Pyes Pa,5,7040,9,Tauranga,Main urban area,0.07102272727272728,True
1367,546801,Hospital Hill,2,2810,12,Napier Zone,Main urban area,0.0711743772241993,True
1233,515801,Epsom Central,3,4190,4,Central Auckland Zone,Main urban area,0.07159904534606205,True
1365,582100,Atawhai,2,2790,21,Nelson,Main urban area,0.07168458781362007,True
1366,536000,Omokoroa,2,2790,9,Tauranga,Main urban area,0.07168458781362007,True
1232,506614,Tahekeroa,3,4140,502,Rural (Incl.some Off Shore Islands),Rural area,0.07246376811594203,True
1546,582000,Clifton,1,1380,21,Nelson,Main urban area,0.07246376811594203,True
1545,556500,Springvale West,1,1370,15,Wanganui,Main urban area,0.072992700729927,True
1364,505807,Red Beach West,2,2730,2,Northern Auckland Zone,Main urban area,0.07326007326007326,True
1231,522730,Half Moon Bay,3,4080,5,Southern Auckland Zone,Main urban area,0.07352941176470588,True
1230,587010,Kirwee,3,4080,502,Rural (Incl.some Off Shore Islands),Rural area,0.07352941176470588,True
1544,533902,Turua,1,1350,502,Rural (Incl.some Off Shore Islands),Rural area,0.07407407407407407,True
1092,516700,St Heliers,4,5380,4,Central Auckland Zone,Main urban area,0.07434944237918216,True
1363,609922,Otatara,2,2680,24,Invercargill,Main urban area,0.0746268656716418,True
1362,574304,Rangoon Heights,2,2660,20,Wellington Zone,Main urban area,0.07518796992481204,True
1091,563200,Hokowhitu East,4,5320,16,Palmerston North,Main urban area,0.07518796992481204,True
1543,527820,Temple View,1,1330,6,Hamilton Zone,Main urban area,0.07518796992481204,True
1360,577301,Miramar North,2,2650,20,Wellington Zone,Main urban area,0.07547169811320754,True
1359,572100,Paremata-Postgate,2,2650,19,Porirua Zone,Main urban area,0.07547169811320754,True
1361,501620,Pokere-Waihaha,2,2650,502,Rural (Incl.some Off Shore Islands),Rural area,0.07547169811320754,True
1542,582900,Atmore,1,1320,21,Nelson,Main urban area,0.07575757575757576,True
1358,533901,Hauraki Plains,2,2610,502,Rural (Incl.some Off Shore Islands),Rural area,0.07662835249042146,True
1540,502003,Te Hihi,1,1300,1,Whangarei,Main urban area,0.07692307692307693,True
1541,501817,Pataua-Whareora,1,1300,502,Rural (Incl.some Off Shore Islands),Rural area,0.07692307692307693,True
1229,589900,Avonhead,3,3880,22,Christchurch,Main urban area,0.07731958762886598,True
1539,604720,Ravensbourne,1,1280,23,Dunedin,Main urban area,0.078125,True
1357,595500,Beckenham,2,2560,22,Christchurch,Main urban area,0.078125,True
1228,507720,Crown Hill,3,3830,2,Northern Auckland Zone,Main urban area,0.0783289817232376,True
890,523115,Baverstock Oaks,6,7620,5,Southern Auckland Zone,Main urban area,0.07874015748031496,True
1356,521153,Otaua,2,2520,502,Rural (Incl.some Off Shore Islands),Rural area,0.07936507936507936,True
1538,569401,Tirohanga,1,1250,18,Lower Hutt Zone,Main urban area,0.08,True
1355,608304,Hawea,2,2480,502,Rural (Incl.some Off Shore Islands),Rural area,0.08064516129032258,True
1227,512000,Titirangi South,3,3700,3,Western Auckland Zone,Main urban area,0.08108108108108107,True
1354,587302,Halswell South,2,2460,22,Christchurch,Main urban area,0.08130081300813008,True
1226,536517,Gravatt,3,3690,9,Tauranga,Main urban area,0.08130081300813008,True
1090,506613,Tauhoa-Puhoi,4,4890,502,Rural (Incl.some Off Shore Islands),Rural area,0.081799591002045,True
889,514500,New Windsor,6,7290,4,Central Auckland Zone,Main urban area,0.0823045267489712,True
1536,586129,Tuahiwi,1,1210,502,Rural (Incl.some Off Shore Islands),Rural area,0.08264462809917356,True
1537,513102,Swanson South,1,1210,3,Western Auckland Zone,Main urban area,0.08264462809917356,True
1225,522711,Pigeon Mountain North,3,3610,5,Southern Auckland Zone,Main urban area,0.08310249307479224,True
1535,609032,Wakatipu Basin,1,1200,502,Rural (Incl.some Off Shore Islands),Rural area,0.08333333333333334,True
1353,583100,Tahuna Hills,2,2400,21,Nelson,Main urban area,0.08333333333333334,True
1534,597742,Rakaia,1,1190,309,Rakaia,Minor urban area,0.08403361344537816,True
1533,566500,Te Marua,1,1180,17,Upper Hutt Zone,Main urban area,0.0847457627118644,True
1224,576001,Island Bay West,3,3530,20,Wellington Zone,Main urban area,0.08498583569405099,True
888,516301,Meadowbank North,6,7050,4,Central Auckland Zone,Main urban area,0.0851063829787234,True
1352,523202,Turanga,2,2350,5,Southern Auckland Zone,Main urban area,0.0851063829787234,True
1351,527004,Matangi,2,2340,6,Hamilton Zone,Main urban area,0.08547008547008547,True
1223,501633,Waihou Valley-Hupara,3,3510,502,Rural (Incl.some Off Shore Islands),Rural area,0.08547008547008547,True
1531,609022,Kelvin Heights,1,1160,117,Queenstown,Secondary urban area,0.08620689655172414,True
1532,601400,Waikouaiti,1,1160,310,Waikouaiti,Minor urban area,0.08620689655172414,True
1349,575800,Kingston-Mornington,2,2300,20,Wellington Zone,Main urban area,0.08695652173913043,True
1350,563703,Waikanae East,2,2300,25,Kapiti,Main urban area,0.08695652173913043,True
1089,516800,Glendowie,4,4590,4,Central Auckland Zone,Main urban area,0.08714596949891067,True
1088,574900,Karori Park,4,4570,20,Wellington Zone,Main urban area,0.087527352297593,True
1222,508412,Witheford,3,3400,2,Northern Auckland Zone,Main urban area,0.08823529411764706,True
972,581836,Wai-Iti,5,5660,502,Rural (Incl.some Off Shore Islands),Rural area,0.08833922261484099,True
1530,586503,Kaiapoi West,1,1130,22,Christchurch,Main urban area,0.08849557522123894,True
1087,516202,Waiata,4,4500,4,Central Auckland Zone,Main urban area,0.08888888888888889,True
971,522601,Bucklands and Eastern Beaches,5,5620,5,Southern Auckland Zone,Main urban area,0.0889679715302491,True
1086,510220,Birkdale South,4,4470,2,Northern Auckland Zone,Main urban area,0.0894854586129754,True
1348,557200,St Johns Hill,2,2230,15,Wanganui,Main urban area,0.08968609865470852,True
1221,548832,Havelock North Central,3,3330,13,Hastings Zone,Main urban area,0.09009009009009009,True
1220,551022,Highlands Park,3,3310,14,New Plymouth,Main urban area,0.09063444108761329,True
1529,502002,Three Mile Bush,1,1100,1,Whangarei,Main urban area,0.09090909090909091,True
1085,597506,Selwyn-Rakaia,4,4370,502,Rural (Incl.some Off Shore Islands),Rural area,0.09153318077803205,True
1219,597860,Tinwald,3,3270,112,Ashburton,Secondary urban area,0.09174311926605505,True
1218,510210,Birkdale North,3,3250,2,Northern Auckland Zone,Main urban area,0.0923076923076923,True
1217,527501,Cambridge North,3,3240,7,Cambridge Zone,Main urban area,0.0925925925925926,True
1528,527932,Kaipaki,1,1080,6,Hamilton Zone,Main urban area,0.0925925925925926,True
970,508610,Monarch Park,5,5360,2,Northern Auckland Zone,Main urban area,0.09328358208955223,True
1527,531800,Mokauiti,1,1070,502,Rural (Incl.some Off Shore Islands),Rural area,0.09345794392523366,True
1346,574702,Wilton,2,2140,20,Wellington Zone,Main urban area,0.09345794392523366,True
1347,569301,Normandale,2,2140,18,Lower Hutt Zone,Main urban area,0.09345794392523366,True
1526,548833,Te Mata Hills,1,1070,13,Hastings Zone,Main urban area,0.09345794392523366,True
1216,563701,Waikanae Beach,3,3200,25,Kapiti,Main urban area,0.09375,True
969,518302,Mt Eden South,5,5330,4,Central Auckland Zone,Main urban area,0.09380863039399624,True
1215,549602,Elsthorpe-Flemington,3,3180,502,Rural (Incl.some Off Shore Islands),Rural area,0.09433962264150944,True
1525,578200,Nireaha-Tiraumea,1,1050,502,Rural (Incl.some Off Shore Islands),Rural area,0.09523809523809523,True
1345,559220,Pohonui-Porewa,2,2090,502,Rural (Incl.some Off Shore Islands),Rural area,0.09569377990430622,True
808,562200,Kelvin Grove,7,7290,16,Palmerston North,Main urban area,0.09602194787379972,True
807,508520,Sunnynook,7,7220,2,Northern Auckland Zone,Main urban area,0.09695290858725762,True
1524,505700,Waipareira West,1,1030,3,Western Auckland Zone,Main urban area,0.0970873786407767,True
1523,585601,Parnassus,1,1030,502,Rural (Incl.some Off Shore Islands),Rural area,0.0970873786407767,True
887,528310,Bryant,6,6150,6,Hamilton Zone,Main urban area,0.0975609756097561,True
1084,610700,Rosedale,4,4100,24,Invercargill,Main urban area,0.0975609756097561,True
1083,604620,Vauxhall,4,4100,23,Dunedin,Main urban area,0.0975609756097561,True
968,501802,Opouteke-Tanekaha,5,5070,502,Rural (Incl.some Off Shore Islands),Rural area,0.09861932938856016,True
1082,598313,Levels,4,4040,502,Rural (Incl.some Off Shore Islands),Rural area,0.09900990099009901,True
1522,612720,Wairio,1,1010,502,Rural (Incl.some Off Shore Islands),Rural area,0.09900990099009901,True
1344,541750,Waipahihi,2,2020,103,Taupo,Secondary urban area,0.09900990099009901,True
1343,587849,Trents-Ladbrooks,2,2020,22,Christchurch,Main urban area,0.09900990099009901,True
967,597730,Hinds,5,5030,502,Rural (Incl.some Off Shore Islands),Rural area,0.09940357852882703,True
886,508411,Glendhu,6,6030,2,Northern Auckland Zone,Main urban area,0.09950248756218905,True
1342,610051,Waianiwa,2,2010,502,Rural (Incl.some Off Shore Islands),Rural area,0.09950248756218905,True
1214,505906,Vipond,3,3000,2,Northern Auckland Zone,Main urban area,0.1,True
1213,521601,Howick West,3,2980,5,Southern Auckland Zone,Main urban area,0.10067114093959732,True
1212,518202,Mt Eden East,3,2970,4,Central Auckland Zone,Main urban area,0.10101010101010101,True
1341,531301,Otorohanga Rural West,2,1980,502,Rural (Incl.some Off Shore Islands),Rural area,0.10101010101010101,True
1081,508220,Windy Ridge,4,3950,2,Northern Auckland Zone,Main urban area,0.10126582278481014,True
1080,506901,Awaruku,4,3930,2,Northern Auckland Zone,Main urban area,0.10178117048346055,True
1211,522604,Bucklands Beach South,3,2930,5,Southern Auckland Zone,Main urban area,0.10238907849829351,True
1079,569302,Maungaraki,4,3900,18,Lower Hutt Zone,Main urban area,0.10256410256410256,True
1340,597830,Netherby,2,1940,112,Ashburton,Secondary urban area,0.10309278350515465,True
1078,542530,Otakiri,4,3870,502,Rural (Incl.some Off Shore Islands),Rural area,0.10335917312661498,True
885,509400,Mt Victoria,6,5800,2,Northern Auckland Zone,Main urban area,0.10344827586206896,True
966,522810,Pakuranga North,5,4820,5,Southern Auckland Zone,Main urban area,0.1037344398340249,True
1209,586120,Woodend,3,2890,278,Woodend,Minor urban area,0.10380622837370243,True
1210,515901,Parnell East,3,2890,4,Central Auckland Zone,Main urban area,0.10380622837370243,True
1521,545762,Longlands South,1,960,13,Hastings Zone,Main urban area,0.10416666666666667,True
690,527009,Huntington,9,8630,6,Hamilton Zone,Main urban area,0.10428736964078794,True
965,576800,Hataitai North,5,4790,20,Wellington Zone,Main urban area,0.10438413361169101,True
1339,581822,Brightwater,2,1910,271,Brightwater,Minor urban area,0.10471204188481677,True
964,518902,Lynfield South,5,4770,4,Central Auckland Zone,Main urban area,0.10482180293501049,True
1519,609303,Arthurs Point,1,950,117,Queenstown,Secondary urban area,0.10526315789473684,True
1520,521117,Buckland South,1,950,101,Pukekohe,Secondary urban area,0.10526315789473684,True
1077,512600,Konini,4,3800,3,Western Auckland Zone,Main urban area,0.10526315789473684,True
1208,572200,Discovery,3,2830,19,Porirua Zone,Main urban area,0.10600706713780918,True
1518,523818,Redoubt East,1,940,5,Southern Auckland Zone,Main urban area,0.10638297872340426,True
1338,540100,Kawaha Point,2,1870,10,Rotorua,Main urban area,0.10695187165775401,True
884,547200,Taradale North,6,5600,12,Napier Zone,Main urban area,0.10714285714285715,True
1207,505908,Stanmore Bay East,3,2790,2,Northern Auckland Zone,Main urban area,0.10752688172043011,True
806,518901,Lynfield North,7,6490,4,Central Auckland Zone,Main urban area,0.10785824345146379,True
1206,505910,Gulf Harbour,3,2780,2,Northern Auckland Zone,Main urban area,0.1079136690647482,True
963,521132,Hunua,5,4630,502,Rural (Incl.some Off Shore Islands),Rural area,0.10799136069114472,True
1337,545730,Clive,2,1850,13,Hastings Zone,Main urban area,0.10810810810810811,True
1205,574800,Karori North,3,2770,20,Wellington Zone,Main urban area,0.10830324909747292,True
1076,537202,Otumoetai South,4,3690,9,Tauranga,Main urban area,0.10840108401084012,True
1336,579502,Te Wharau,2,1830,502,Rural (Incl.some Off Shore Islands),Rural area,0.1092896174863388,True
1204,508120,Bayswater,3,2720,2,Northern Auckland Zone,Main urban area,0.11029411764705882,True
883,523101,Howick South,6,5430,5,Southern Auckland Zone,Main urban area,0.11049723756906078,True
1335,504502,Maungaru,2,1800,502,Rural (Incl.some Off Shore Islands),Rural area,0.1111111111111111,True
962,575100,Karori South,5,4480,20,Wellington Zone,Main urban area,0.11160714285714285,True
805,537900,Hairini,7,6250,9,Tauranga,Main urban area,0.11199999999999999,True
1516,551023,Fernleigh,1,890,14,New Plymouth,Main urban area,0.11235955056179776,True
1075,538732,Lynmore,4,3560,10,Rotorua,Main urban area,0.11235955056179776,True
1203,506646,Kaukapakapa Rural,3,2670,502,Rural (Incl.some Off Shore Islands),Rural area,0.11235955056179776,True
